Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"38.8893, -77.0502",10/17/20 4:00,47.7,47.7,47.7,44.5,,0,0,0,6.8,327,,9.9,0,74.41,Clear
"38.8893, -77.0502",10/17/20 5:00,46,46,46,40.8,,0,0,0,10.6,6,,9.9,0,79.2,Clear
"38.8893, -77.0502",10/17/20 6:00,46.5,46.5,46.5,43.1,,0,0,0,6.7,329,,9.9,0,74.9,Clear
"38.8893, -77.0502",10/17/20 7:00,45.6,45.6,45.6,41.6,,0,0,0,7.6,322,,9.9,0,77.23,Clear
"38.8893, -77.0502",10/17/20 8:00,45.8,45.8,45.8,43.5,,0,0,0,4.6,346,,9.9,0,76.92,Clear
"38.8893, -77.0502",10/17/20 9:00,49.8,49.8,49.8,46.2,,0,0,0,9,329,,9.9,0,68.5,Clear
"38.8893, -77.0502",10/17/20 10:00,53,53,53,,,0,0,0,6.4,313,,9.9,0,63.04,Clear
"38.8893, -77.0502",10/17/20 11:00,55.2,55.2,55.2,,,0,0,0,0.4,354,,9.9,0,54.08,Clear
"38.8893, -77.0502",10/17/20 12:00,58.9,58.9,58.9,,,0,0,0,9,328,,9.9,24.5,47.3,Clear
"38.8893, -77.0502",10/17/20 13:00,60.9,60.9,60.9,,,0,0,0,11.4,312,19.7,9.9,24.5,41,Clear
"38.8893, -77.0502",10/17/20 14:00,61.9,61.9,61.9,,,0,0,0,8.2,16,,9.9,24.5,37.68,Clear
"38.8893, -77.0502",10/17/20 15:00,62.8,62.8,62.8,,,0,0,0,6,300,,9.9,24.5,31.27,Clear
"38.8893, -77.0502",10/17/20 16:00,62.8,62.8,62.8,,,0,0,0,6,284,,8.8,24.5,31.23,Clear
"38.8893, -77.0502",10/17/20 17:00,62.7,62.7,62.7,,,0,0,0,0.1,356,,9.9,24.5,28.87,Clear
"38.8893, -77.0502",10/17/20 18:00,60.6,60.6,60.6,,,0,0,0,3.2,295,,9.9,24.5,32.21,Clear
"38.8893, -77.0502",10/17/20 19:00,56.9,56.9,56.9,,,0,0,0,5.5,164,,9.9,24.5,44.99,Clear
"38.8893, -77.0502",10/17/20 20:00,53.2,53.2,53.2,,,0,0,0,7.2,141,,9.9,0,65.71,Clear
"38.8893, -77.0502",10/17/20 21:00,52.3,52.3,52.3,,,0,0,0,6.5,166,,9.9,0,67.92,Clear
"38.8893, -77.0502",10/17/20 22:00,52.2,52.2,52.2,,,0,0,0,8.5,166,,9.9,0,65.4,Clear
"38.8893, -77.0502",10/17/20 23:00,52.2,52.2,52.2,,,0,0,0,7.4,157,,9.9,24.5,65.37,Clear
"38.8893, -77.0502",10/18/20 0:00,49.2,49.2,49.2,47.8,,0,0,0,4.2,266,,9.9,24.5,75.96,Clear
"38.8893, -77.0502",10/18/20 1:00,50.3,50.3,50.3,,,0,0,0,0,0,,9.9,24.5,75.42,Clear
"38.8893, -77.0502",10/18/20 2:00,48.1,48.1,48.1,,,0,0,0,3,256,,9.9,0,81.7,Clear
"38.8893, -77.0502",10/18/20 3:00,47.2,47.2,47.2,,,0,0,0,0,0,,9.9,0,84.24,Clear
"38.8893, -77.0502",10/18/20 4:00,47.1,47.1,47.1,45.4,,0,0,0,4.2,47,,9.9,24.5,84.25,Clear
"38.8893, -77.0502",10/18/20 5:00,47.1,47.1,47.1,,,0,0,0,0,0,,9.8,24.5,87.2,Clear
"38.8893, -77.0502",10/18/20 6:00,45.4,45.4,45.4,43.4,,0,0,0,4.2,351,,9.9,24.5,86.79,Clear
"38.8893, -77.0502",10/18/20 7:00,45.3,45.3,45.3,42.5,,0,0,0,5.2,47,,9.9,24.5,89.63,Clear
"38.8893, -77.0502",10/18/20 8:00,45.4,45.4,45.4,42.7,,0,0,0,5.2,47,,9.9,24.5,89.64,Clear
"38.8893, -77.0502",10/18/20 9:00,50.8,50.8,50.8,,,0,0,0,0,0,,9.9,24.5,75.18,Clear
"38.8893, -77.0502",10/18/20 10:00,55.2,55.2,55.2,,,0,0,0,0.3,16,,9.9,24.5,66.09,Clear
"38.8893, -77.0502",10/18/20 11:00,59.1,59.1,59.1,,,0,0,0,0.5,17,,9.9,24.5,58.95,Clear
"38.8893, -77.0502",10/18/20 12:00,62.9,62.9,62.9,,,0,0,0,10,113,,9.9,1.8,50.21,Clear
"38.8893, -77.0502",10/18/20 13:00,64.8,64.8,64.8,,,0,0,0,8.1,174,,9.9,88.1,50.58,Overcast
"38.8893, -77.0502",10/18/20 14:00,64.9,64.9,64.9,,,0,0,0,9.1,173,,9.9,85.3,50.79,Overcast
"38.8893, -77.0502",10/18/20 15:00,64.9,64.9,64.9,,,0,0,0,7.8,158,,8.8,89,54.09,Overcast
"38.8893, -77.0502",10/18/20 16:00,64.2,64.2,64.2,,,0,0,0,6.8,172,,9.9,84.8,55.91,Overcast
"38.8893, -77.0502",10/18/20 17:00,64.9,64.9,64.9,,,0,0,0,5.6,173,,9.9,82.3,60.94,Overcast
"38.8893, -77.0502",10/18/20 18:00,62.8,62.8,62.8,,,0,0,0,4.5,145,,9.9,86.4,65.79,Overcast
"38.8893, -77.0502",10/18/20 19:00,61.6,61.6,61.6,,,0,0,0,4.4,157,,9.9,96.2,73.64,Overcast
"38.8893, -77.0502",10/18/20 20:00,61.4,61.4,61.4,,,0,0,0,7.4,144,,9.9,83.1,73.86,Overcast
"38.8893, -77.0502",10/18/20 21:00,60.3,60.3,60.3,,,0,0,0,7.4,165,,9.9,83.3,76.73,Overcast
"38.8893, -77.0502",10/18/20 22:00,59.6,59.6,59.6,,,0,0,0,3,122,,9.9,83.1,78.78,Overcast
"38.8893, -77.0502",10/18/20 23:00,59.6,59.6,59.6,,,0,0,0,4.2,122,,9.9,87.3,78.82,Overcast
"38.8893, -77.0502",10/19/20 0:00,58.3,58.3,58.3,,,0,0,0,6.4,166,,9.9,48.3,84.56,Partially cloudy
"38.8893, -77.0502",10/19/20 1:00,57.3,57.3,57.3,,,0,0,0,0,0,,9.9,81.5,85.37,Overcast
"38.8893, -77.0502",10/19/20 2:00,57.2,57.2,57.2,,,0,0,0,3,160,,9.9,89,87.91,Overcast
"38.8893, -77.0502",10/19/20 3:00,57.2,57.2,57.2,,,0,0,0,0,0,,9.9,86.4,87.82,Overcast
"38.8893, -77.0502",10/19/20 4:00,57.1,57.1,57.1,,,0,0,0,3,47,,9.9,45.8,87.87,Partially cloudy
"38.8893, -77.0502",10/19/20 5:00,56.3,56.3,56.3,,,0,0,0,2.9,90,,9.9,89.1,94.09,Overcast
"38.8893, -77.0502",10/19/20 6:00,57.2,57.2,57.2,,,0,0,0,0.1,140,,9.9,90.4,91.45,Overcast
"38.8893, -77.0502",10/19/20 7:00,56.4,56.4,56.4,,,0,0,0,4.6,163,,9.9,83.1,90.53,Overcast
"38.8893, -77.0502",10/19/20 8:00,57.3,57.3,57.3,,,0,0,0,3.2,278,,9.9,79.4,91.36,Overcast
"38.8893, -77.0502",10/19/20 9:00,58.8,58.8,58.8,,,0,0,0,3.2,70,,9.9,89,90.53,Overcast
"38.8893, -77.0502",10/19/20 10:00,61.1,61.1,61.1,,,0,0,0,3,170,,9.9,90.2,86.74,Overcast
"38.8893, -77.0502",10/19/20 11:00,64.2,64.2,64.2,,,0,0,0,6.9,168,,9.9,89,79.88,Overcast
"38.8893, -77.0502",10/19/20 12:00,68,68,68,,,0,0,0,8.8,175,,9.9,86.5,69.61,Overcast
"38.8893, -77.0502",10/19/20 13:00,68.1,68.1,68.1,,,0,0,0,6.8,181,,9.9,89,69.44,Overcast
"38.8893, -77.0502",10/19/20 14:00,70.1,70.1,70.1,,,0,0,0,9,170,,9.9,89.3,61.13,Overcast
"38.8893, -77.0502",10/19/20 15:00,71,71,71,,,0,0,0,6.9,176,,9.9,89,61.18,Overcast
"38.8893, -77.0502",10/19/20 16:00,71.8,71.8,71.8,,,0,0,0,9,186,,9.9,48.5,59.49,Partially cloudy
"38.8893, -77.0502",10/19/20 17:00,70,70,70,,,0,0,0,5.9,186,,9.9,84.8,63.22,Overcast
"38.8893, -77.0502",10/19/20 18:00,67.7,67.7,67.7,,,0,0,0,7.3,171,,9.9,79.4,68.56,Overcast
"38.8893, -77.0502",10/19/20 19:00,66.3,66.3,66.3,,,0,0,0,8.2,141,,9.9,44.6,71.79,Partially cloudy
"38.8893, -77.0502",10/19/20 20:00,64.3,64.3,64.3,,,0,0,0,5.2,160,,9.9,44.6,76.71,Partially cloudy
"38.8893, -77.0502",10/19/20 21:00,63.5,63.5,63.5,,,0,0,0,9.4,162,,9.9,44.6,78.81,Partially cloudy
"38.8893, -77.0502",10/19/20 22:00,62.5,62.5,62.5,,,0,0,0,8.2,170,,9.9,44.6,79.01,Partially cloudy
"38.8893, -77.0502",10/19/20 23:00,62.4,62.4,62.4,,,0,0,0,3,247,,9.9,44.6,79.27,Partially cloudy
"38.8893, -77.0502",10/20/20 0:00,61.2,61.2,61.2,,,0,0,0,3,104,,9.9,44.6,84.16,Partially cloudy
"38.8893, -77.0502",10/20/20 1:00,60.2,60.2,60.2,,,0,0,0,5.2,141,,9.9,44.6,84.76,Partially cloudy
"38.8893, -77.0502",10/20/20 2:00,58.4,58.4,58.4,,,0,0,0,4.2,228,,9.9,44.6,90.62,Partially cloudy
"38.8893, -77.0502",10/20/20 3:00,58.4,58.4,58.4,,,0,0,0,0,0,,9.9,79.4,90.62,Overcast
"38.8893, -77.0502",10/20/20 4:00,59.4,59.4,59.4,,,0,0,0,0,0,,9.9,95.8,87.28,Overcast
"38.8893, -77.0502",10/20/20 5:00,59.6,59.6,59.6,,,0,0,0,5.2,151,,9.9,100,92.48,Overcast
"38.8893, -77.0502",10/20/20 6:00,60,60,60,,,0,0,0,3.7,244,,2.3,96.6,92.44,Overcast
"38.8893, -77.0502",10/20/20 7:00,59.9,59.9,59.9,,,0,0,0,4.2,219,,1.2,53.7,96.05,Partially cloudy
"38.8893, -77.0502",10/20/20 8:00,60,60,60,,,0,0,0,4.2,228,,1.2,98,96.11,Overcast
"38.8893, -77.0502",10/20/20 9:00,60.1,60.1,60.1,,,0,0,0,7.4,172,,0.6,98,96.13,Overcast
"38.8893, -77.0502",10/20/20 10:00,61,61,61,,,0,0,0,4.5,214,,6.5,100,97.02,Overcast
"38.8893, -77.0502",10/20/20 11:00,64,64,64,,,0,0,0,6.4,173,,9.9,89.2,88.06,Overcast
"38.8893, -77.0502",10/20/20 12:00,65.8,65.8,65.8,,,0,0,0,6.4,154,,9.9,83.3,82.17,Overcast
"38.8893, -77.0502",10/20/20 13:00,68.3,68.3,68.3,,,0,0,0,6.5,164,,9.9,79.4,77.61,Overcast
"38.8893, -77.0502",10/20/20 14:00,71.3,71.3,71.3,,,0,0,0,7.4,173,,9.9,79.4,69.79,Overcast
"38.8893, -77.0502",10/20/20 15:00,74.1,74.1,74.1,,,0,0,0,6.4,210,,9.9,81.1,63.24,Overcast
"38.8893, -77.0502",10/20/20 16:00,74.9,74.9,74.9,,,0,0,0,7.4,210,,9.9,79.4,59.63,Overcast
"38.8893, -77.0502",10/20/20 17:00,74.8,74.8,74.8,,,0,0,0,5.4,209,,9.9,44.6,57.76,Partially cloudy
"38.8893, -77.0502",10/20/20 18:00,71.7,71.7,71.7,,,0,0,0,5.3,172,,9.9,79.4,64.6,Overcast
"38.8893, -77.0502",10/20/20 19:00,67.6,67.6,67.6,,,0,0,0,4.2,160,,9.9,79.4,77.27,Overcast
"38.8893, -77.0502",10/20/20 20:00,66.4,66.4,66.4,,,0,0,0,3,132,,9.8,44.6,80.73,Partially cloudy
"38.8893, -77.0502",10/20/20 21:00,65.4,65.4,65.4,,,0,0,0,4.4,225,,9.9,44.6,88.31,Partially cloudy
"38.8893, -77.0502",10/20/20 22:00,63.8,63.8,63.8,,,0,0,0,0.2,18,,9.7,44.6,93.52,Partially cloudy
"38.8893, -77.0502",10/20/20 23:00,63.7,63.7,63.7,,,0,0,0,3.3,175,,9.8,25,93.33,Clear
"38.8893, -77.0502",10/21/20 0:00,63.5,63.5,63.5,,,0,0,0,0.4,19,,8.8,24.5,93.44,Clear
"38.8893, -77.0502",10/21/20 1:00,62.5,62.5,62.5,,,0,0,0,0.4,19,,7.2,24.5,93.95,Clear
"38.8893, -77.0502",10/21/20 2:00,62.4,62.4,62.4,,,0,0,0,0.2,18,,8.2,80.4,93.91,Overcast
"38.8893, -77.0502",10/21/20 3:00,61.8,61.8,61.8,,,0,0,0,0.2,19,,6.8,74.7,96.72,Partially cloudy
"38.8893, -77.0502",10/21/20 4:00,62.7,62.7,62.7,,,0,0,0,5,166,,0.1,52.8,96.95,Partially cloudy
"38.8893, -77.0502",10/21/20 5:00,62.7,62.7,62.7,,,0,0,0,0,0,,0,51.7,96.99,Partially cloudy
"38.8893, -77.0502",10/21/20 6:00,62.7,62.7,62.7,,,0.01,0,0,4.2,141,,0,51.7,97.08,"Rain, Partially cloudy"
"38.8893, -77.0502",10/21/20 7:00,62.8,62.8,62.8,,,0,0,0,3.3,224,,0,52.8,99.93,Partially cloudy
"38.8893, -77.0502",10/21/20 8:00,64,64,64,,,0,0,0,5.6,202,,0,52.8,96.27,Partially cloudy
"38.8893, -77.0502",10/21/20 9:00,64.1,64.1,64.1,,,0,0,0,6.8,200,,0.6,100,100,Overcast
"38.8893, -77.0502",10/21/20 10:00,65,65,65,,,0,0,0,9,171,,0.7,56,96.05,Partially cloudy
"38.8893, -77.0502",10/21/20 11:00,66,66,66,,,0,0,0,8.8,172,,4.1,100,97.16,Overcast
"38.8893, -77.0502",10/21/20 12:00,66.9,66.9,66.9,,,0,0,0,6.9,189,,6.9,100,97.01,Overcast
"38.8893, -77.0502",10/21/20 13:00,70.1,70.1,70.1,,,0,0,0,7.1,180,,9.9,99.3,90.35,Overcast
"38.8893, -77.0502",10/21/20 14:00,72.1,72.1,72.1,,,0,0,0,6.9,173,,9.9,83.6,83.68,Overcast
"38.8893, -77.0502",10/21/20 15:00,74.7,74.7,74.7,,,0,0,0,7.7,168,,9.9,66.4,76.72,Partially cloudy
"38.8893, -77.0502",10/21/20 16:00,75.1,75.1,75.1,,,0,0,0,8.1,171,,9.9,44.6,75.47,Partially cloudy
"38.8893, -77.0502",10/21/20 17:00,75,75,75,,,0,0,0,9,170,,9.9,44.6,75.68,Partially cloudy
"38.8893, -77.0502",10/21/20 18:00,74,74,74,,,0,0,0,4.7,177,,9.9,44.6,78.32,Partially cloudy
"38.8893, -77.0502",10/21/20 19:00,71.6,71.6,71.6,,,0,0,0,0,0,,9.9,44.6,82.47,Partially cloudy
"38.8893, -77.0502",10/21/20 20:00,70.5,70.5,70.5,,,0,0,0,0,0,,9.8,44.6,85.26,Partially cloudy
"38.8893, -77.0502",10/21/20 21:00,68.7,68.7,68.7,,,0,0,0,4.2,209,,9.9,44.6,90.35,Partially cloudy
"38.8893, -77.0502",10/21/20 22:00,67.6,67.6,67.6,,,0,0,0,3.4,220,,9.1,44.6,93.63,Partially cloudy
"38.8893, -77.0502",10/21/20 23:00,66.5,66.5,66.5,,,0,0,0,4.6,211,,9.8,0,94.41,Clear
"38.8893, -77.0502",10/22/20 0:00,66.5,66.5,66.5,,,0,0,0,0.3,22,,9.6,0,94.36,Clear
"38.8893, -77.0502",10/22/20 1:00,65.6,65.6,65.6,,,0,0,0,3.3,203,,8.2,0,97,Clear
"38.8893, -77.0502",10/22/20 2:00,63.8,63.8,63.8,,,0,0,0,4.4,193,,7.9,0,99.77,Clear
"38.8893, -77.0502",10/22/20 3:00,63.8,63.8,63.8,,,0,0,0,4.3,209,,8.3,0,96.08,Clear
"38.8893, -77.0502",10/22/20 4:00,62.8,62.8,62.8,,,0,0,0,3.1,209,,4.6,0,96.94,Clear
"38.8893, -77.0502",10/22/20 5:00,61.8,61.8,61.8,,,0,0,0,0.1,3,,5.9,25.5,99.96,Partially cloudy
"38.8893, -77.0502",10/22/20 6:00,60.9,60.9,60.9,,,0,0,0,4.3,38,,3.5,47.7,97,Partially cloudy
"38.8893, -77.0502",10/22/20 7:00,61.5,61.5,61.5,,,0,0,0,4.2,47,,5.6,94.7,99.78,Overcast
"38.8893, -77.0502",10/22/20 8:00,61.7,61.7,61.7,,,0,0,0,4.2,57,,0,51.7,99.87,Partially cloudy
"38.8893, -77.0502",10/22/20 9:00,62.9,62.9,62.9,,,0,0,0,0,0,,0,49.3,99.93,Partially cloudy
"38.8893, -77.0502",10/22/20 10:00,65.1,65.1,65.1,,,0,0,0,5.5,203,,0.6,50.1,97.16,Partially cloudy
"38.8893, -77.0502",10/22/20 11:00,66.2,66.2,66.2,,,0,0,0,3.4,124,,2.1,83.2,97.17,Overcast
"38.8893, -77.0502",10/22/20 12:00,71.4,71.4,71.4,,,0,0,0,3.3,26,,8.3,28.1,83.04,Partially cloudy
"38.8893, -77.0502",10/22/20 13:00,73.6,73.6,73.6,,,0,0,0,3.5,55,,9.9,24.5,77.39,Clear
"38.8893, -77.0502",10/22/20 14:00,77.1,77.1,77.1,,,0,0,0,3.6,126,,9.9,24.5,67.63,Clear
"38.8893, -77.0502",10/22/20 15:00,80.1,80.1,80.1,,81.9,0,0,0,5.9,174,,9.9,46.2,59.59,Partially cloudy
"38.8893, -77.0502",10/22/20 16:00,80.1,80.1,80.1,,81.8,0,0,0,7.7,162,,9.9,44.6,59.62,Partially cloudy
"38.8893, -77.0502",10/22/20 17:00,79,79,79,,,0,0,0,7.7,175,,9.9,24.5,57.85,Clear
"38.8893, -77.0502",10/22/20 18:00,75.7,75.7,75.7,,,0,0,0,6.8,175,,9.9,24.5,63.06,Clear
"38.8893, -77.0502",10/22/20 19:00,71.6,71.6,71.6,,,0,0,0,7.6,174,,9.9,24.5,72.16,Clear
"38.8893, -77.0502",10/22/20 20:00,70.6,70.6,70.6,,,0,0,0,6.6,175,,9.9,0,74.65,Clear
"38.8893, -77.0502",10/22/20 21:00,68.7,68.7,68.7,,,0,0,0,6.5,217,,9.9,0,79.76,Clear
"38.8893, -77.0502",10/22/20 22:00,68.6,68.6,68.6,,,0,0,0,5.6,216,,9.9,0,79.63,Clear
"38.8893, -77.0502",10/22/20 23:00,67.5,67.5,67.5,,,0,0,0,4.5,166,,9.9,0,84.82,Clear
"38.8893, -77.0502",10/23/20 0:00,66.2,66.2,66.2,,,0,0,0,5.4,193,,9.9,0,88.52,Clear
"38.8893, -77.0502",10/23/20 1:00,65.4,65.4,65.4,,,0,0,0,4.6,234,,9.9,0,91.02,Clear
"38.8893, -77.0502",10/23/20 2:00,63.8,63.8,63.8,,,0,0,0,5.5,185,,9.4,3.4,96.26,Clear
"38.8893, -77.0502",10/23/20 3:00,62.8,62.8,62.8,,,0,0,0,4.6,185,,7.4,28.4,99.92,Partially cloudy
"38.8893, -77.0502",10/23/20 4:00,63.7,63.7,63.7,,,0,0,0,4.4,176,,6.2,83.4,96.28,Overcast
"38.8893, -77.0502",10/23/20 5:00,62.6,62.6,62.6,,,0,0,0,5.4,216,,0.6,94.7,99.87,Overcast
"38.8893, -77.0502",10/23/20 6:00,62.6,62.6,62.6,,,0,0,0,4.5,225,,0.6,52.8,97.08,Partially cloudy
"38.8893, -77.0502",10/23/20 7:00,62.8,62.8,62.8,,,0,0,0,0.1,5,,0.6,51.7,96.87,Partially cloudy
"38.8893, -77.0502",10/23/20 8:00,62.6,62.6,62.6,,,0,0,0,0.2,14,,4.5,84.8,97.08,Overcast
"38.8893, -77.0502",10/23/20 9:00,64,64,64,,,0,0,0,0.2,20,,7.9,81.5,96.34,Overcast
"38.8893, -77.0502",10/23/20 10:00,67.7,67.7,67.7,,,0,0,0,0.2,17,,9.9,46.7,85.46,Partially cloudy
"38.8893, -77.0502",10/23/20 11:00,69.9,69.9,69.9,,,0,0,0,5.5,222,,9.9,46.6,82.97,Partially cloudy
"38.8893, -77.0502",10/23/20 12:00,73,73,73,,,0,0,0,6.4,172,,9.9,82.7,75.91,Overcast
"38.8893, -77.0502",10/23/20 13:00,74.8,74.8,74.8,,,0,0,0,9.2,185,,9.9,82.3,69.42,Overcast
"38.8893, -77.0502",10/23/20 14:00,74.9,74.9,74.9,,,0,0,0,10.2,185,,9.9,46.4,66.06,Partially cloudy
"38.8893, -77.0502",10/23/20 15:00,76.9,76.9,76.9,,,0,0,0,10.3,184,,9.9,44.6,59.99,Partially cloudy
"38.8893, -77.0502",10/23/20 16:00,76.7,76.7,76.7,,,0,0,0,9.1,174,,9.9,46.4,58.37,Partially cloudy
"38.8893, -77.0502",10/23/20 17:00,74.6,74.6,74.6,,,0,0,0,9.1,176,,9.9,79.4,62.7,Overcast
"38.8893, -77.0502",10/23/20 18:00,72.8,72.8,72.8,,,0,0,0,8.9,149,,9.9,79.4,62.46,Overcast
"38.8893, -77.0502",10/23/20 19:00,69.8,69.8,69.8,,,0,0,0,10.1,150,,9.9,79.4,73.39,Overcast
"38.8893, -77.0502",10/23/20 20:00,67.7,67.7,67.7,,,0,0,0,7.6,157,,9.9,80.5,78.61,Overcast
"38.8893, -77.0502",10/23/20 21:00,65.6,65.6,65.6,,,0,0,0,7.6,157,,9.9,24.5,82.49,Clear
"38.8893, -77.0502",10/23/20 22:00,64.7,64.7,64.7,,,0,0,0,7.6,166,,9.9,0,87.72,Clear
"38.8893, -77.0502",10/23/20 23:00,64.6,64.6,64.6,,,0,0,0,9.7,175,,9.9,24.5,90.82,Clear
"38.8893, -77.0502",10/24/20 0:00,64.6,64.6,64.6,,,0,0,0,9.7,217,,9.9,24.5,88.08,Clear
"38.8893, -77.0502",10/24/20 1:00,62.6,62.6,62.6,,,0,0,0,6.5,202,,9.9,24.5,94.08,Clear
"38.8893, -77.0502",10/24/20 2:00,62.7,62.7,62.7,,,0,0,0,7.4,194,,9.9,24.5,91.37,Clear
"38.8893, -77.0502",10/24/20 3:00,62.6,62.6,62.6,,,0,0,0,8.6,194,,9.7,31.5,91.38,Partially cloudy
"38.8893, -77.0502",10/24/20 4:00,61.8,61.8,61.8,,,0,0,0,8.9,187,,9.9,86,94,Overcast
"38.8893, -77.0502",10/24/20 5:00,62.8,62.8,62.8,,,0,0,0,7.8,198,,9.9,95.8,93.88,Overcast
"38.8893, -77.0502",10/24/20 6:00,62.7,62.7,62.7,,,0,0,0,7.6,203,,9.9,92.2,93.95,Overcast
"38.8893, -77.0502",10/24/20 7:00,62.7,62.7,62.7,,,0,0,0,7.6,205,,9.7,93.1,93.85,Overcast
"38.8893, -77.0502",10/24/20 8:00,61.9,61.9,61.9,,,0,0,0,4,220,,9.9,82.9,93.92,Overcast
"38.8893, -77.0502",10/24/20 9:00,64.1,64.1,64.1,,,0,0,0,6.8,211,,9.9,85.1,89.79,Overcast
"38.8893, -77.0502",10/24/20 10:00,66.1,66.1,66.1,,,0,0,0,4.7,120,,9.9,85.7,86.98,Overcast
"38.8893, -77.0502",10/24/20 11:00,68.4,68.4,68.4,,,0,0,0,0.4,356,,9.9,81.2,77.98,Overcast
"38.8893, -77.0502",10/24/20 12:00,71.3,71.3,71.3,,,0,0,0,0.3,355,,9.9,81.2,72.65,Overcast
"38.8893, -77.0502",10/24/20 13:00,74.1,74.1,74.1,,,0,0,0,3.7,41,,9.9,66.8,65.84,Partially cloudy
"38.8893, -77.0502",10/24/20 14:00,76.9,76.9,76.9,,,0,0,0,13.6,338,,9.9,81.2,59.77,Overcast
"38.8893, -77.0502",10/24/20 15:00,75.8,75.8,75.8,,,0,0,0,9.9,338,,9.9,79.4,60.13,Overcast
"38.8893, -77.0502",10/24/20 16:00,73.3,73.3,73.3,,,0,0,0,14.7,329,,9.9,80.5,65.64,Overcast
"38.8893, -77.0502",10/24/20 17:00,71,71,71,,,0,0,0,15.6,339,,9.9,92.2,61.15,Overcast
"38.8893, -77.0502",10/24/20 18:00,69.2,69.2,69.2,,,0,0,0,11.3,339,20.8,9.9,97.2,60.77,Overcast
"38.8893, -77.0502",10/24/20 19:00,67.9,67.9,67.9,,,0,0,0,11,349,,9.9,100,58.99,Overcast
"38.8893, -77.0502",10/24/20 20:00,66.7,66.7,66.7,,,0,0,0,13.1,341,,9.9,99.5,57.33,Overcast
"38.8893, -77.0502",10/24/20 21:00,64.9,64.9,64.9,,,0,0,0,14.5,349,,9.9,100,58.3,Overcast
"38.8893, -77.0502",10/24/20 22:00,62.9,62.9,62.9,,,0,0,0,14.4,340,,9.9,100,58.12,Overcast
"38.8893, -77.0502",10/24/20 23:00,60.9,60.9,60.9,,,0,0,0,15.4,340,,9.9,99.5,58.49,Overcast
"38.8893, -77.0502",10/25/20 0:00,57.9,57.9,57.9,,,0,0,0,8,350,,9.9,99.5,74.34,Overcast
"38.8893, -77.0502",10/25/20 1:00,56.9,56.9,56.9,,,0,0,0,12.5,352,,9.9,98.9,71.27,Overcast
"38.8893, -77.0502",10/25/20 2:00,56.8,56.8,56.8,,,0,0,0,10.9,29,,9.9,100,64.14,Overcast
"38.8893, -77.0502",10/25/20 3:00,55.9,55.9,55.9,,,0,0,0,12.1,30,,9.9,97.9,60,Overcast
"38.8893, -77.0502",10/25/20 4:00,54.9,54.9,54.9,,,0,0,0,14.2,12,17.2,9.9,99.5,57.24,Overcast
"38.8893, -77.0502",10/25/20 5:00,50,50,50,46,,0.02,0,0,10,20,,7.1,95.5,79.33,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 6:00,48.6,48.6,48.6,43.4,,0.09,0,0,13.1,27,,6.5,100,81.29,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 7:00,47.7,47.7,47.7,43.6,,0.14,0,0,9,38,,6.2,100,86.91,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 8:00,47.7,47.7,47.7,42.5,,0.08,0,0,12.1,38,,8.8,95.1,84.01,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 9:00,47.7,47.7,47.7,42.9,,0.03,0,0,10.9,29,,9.9,97.8,83.81,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 10:00,47.7,47.7,47.7,42.9,,0.02,0,0,10.7,29,,9.9,97,83.97,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 11:00,46.9,46.9,46.9,42.3,,0.02,0,0,9.7,38,,8.3,97,83.9,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 12:00,47.7,47.7,47.7,43.3,,0.03,0,0,9.7,20,,9.9,97.9,84.1,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 13:00,47.8,47.8,47.8,42.7,,0,0,0,11.9,31,,9.9,97.9,83.79,Overcast
"38.8893, -77.0502",10/25/20 14:00,48.7,48.7,48.7,44.9,,0,0,0,8.7,37,,9.8,100,84.37,Overcast
"38.8893, -77.0502",10/25/20 15:00,47.9,47.9,47.9,43.4,,0.02,0,0,9.9,19,,9.7,100,86.93,"Rain, Overcast"
"38.8893, -77.0502",10/25/20 16:00,47.9,47.9,47.9,42.7,,0,0,0,11.9,10,,9.9,100,86.93,Overcast
"38.8893, -77.0502",10/25/20 17:00,48.6,48.6,48.6,44.4,,0,0,0,9.8,20,,9.6,100,84.44,Overcast
"38.8893, -77.0502",10/25/20 18:00,48.6,48.6,48.6,44,,0,0,0,11,29,,9.5,100,87.23,Overcast
"38.8893, -77.0502",10/25/20 19:00,47.8,47.8,47.8,42.8,,0,0,0,11.7,15,,6.3,100,89.99,Overcast
"38.8893, -77.0502",10/25/20 20:00,47.8,47.8,47.8,43.5,,0,0,0,9.7,20,,3.4,100,93.64,Overcast
"38.8893, -77.0502",10/25/20 21:00,47.8,47.8,47.8,43.2,,0,0,0,10.6,29,,3.8,100,93.7,Overcast
"38.8893, -77.0502",10/25/20 22:00,47.8,47.8,47.8,43.7,,0,0,0,9,20,,3.8,100,93.82,Overcast
